"id"	"disease_code"	"disease_name"	"diseaseICD"	"disease_category"
"11760"	"QTTZDJXXJDZZJH"	"其他特指的局限性结缔组织疾患"	"L94.851"	"其它暂时无法归类的"
"11761"	"JXXJDZZJH"	"局限性结缔组织疾患 NOS"	"L94.951"	"其它暂时无法归类的"
"11762"	"BSBKZWSZ"	"白色(斑块状)萎缩症"	"L95.051"	"皮肤病"
"11763"	"QBMGY"	"青斑脉管炎"	"L95.052"	"皮肤病"
"11764"	"CJLQXHBBLB"	"持久隆起性红斑[伯里病]"	"L95.101"	"皮肤病"
"11765"	"JJXMGY"	"结节性脉管炎"	"L95.801"	"脉管炎"
"11766"	"TZDJXYPFDXMGY"	"特指的局限于皮肤的血(脉)管炎"	"L95.851"	"皮肤病"
"11767"	"BXBSLXXGY"	"白细胞碎裂性血管炎"	"L95.901"	"细胞疾病"
"11768"	"QMZXXGY"	"荨麻疹形血管炎"	"L95.902"	"荨麻疹"
"11769"	"JXYPFDMGY"	"局限于皮肤的脉管炎 NOS"	"L95.951"	"皮肤病"
"11770"	"XZKY"	"下肢溃疡"	"L97.X01"	"溃疡"
"11771"	"ZKY"	"足溃疡"	"L97.X02"	"溃疡"
"11772"	"HNXRYZMXGKZXRYZ"	"化脓性肉芽肿(毛细管扩张性肉芽肿)"	"L98.001"	"肉芽肿"
"11773"	"SJXBPTL"	"神经性表皮脱落"	"L98.151"	"神经系统疾病"
"11774"	"JXFRXZXBXBPFB"	"急性发热性中性白细胞皮肤病"	"L98.201"	"皮肤病"
"11775"	"RXSZXPFBSWTPFB"	"热性嗜中性皮肤病[斯威特皮肤病]"	"L98.251"	"皮肤病"
"11776"	"SSXBXFWZYWES"	"嗜酸细胞性蜂窝织炎[韦尔斯]"	"L98.351"	"蜂窝织炎"
"11777"	"FBKY"	"腹壁溃疡"	"L98.401"	"溃疡"
"11778"	"PFKYSMCRDKY"	"皮肤溃疡[沙漠疮；热带溃疡]"	"L98.402"	"皮肤病"
"11779"	"SKY"	"手溃疡"	"L98.403"	"溃疡"
"11780"	"ZKY"	"肘溃疡"	"L98.404"	"溃疡"
"11781"	"MLNKYMXQXX"	"梅勒尼溃疡(慢性潜行性)"	"L98.451"	"溃疡"
"11782"	"BQPFKY"	"表浅皮肤溃疡"	"L98.452"	"皮肤病"
"11783"	"SZKY"	"上肢溃疡"	"L98.453"	"溃疡"
"11784"	"TBMXKY"	"臀部慢性溃疡"	"L98.454"	"溃疡"
"11785"	"PFNDBCJZ"	"皮肤粘蛋白沉积症"	"L98.551"	"皮肤病"
"11786"	"BZNDBCJZ"	"病灶粘蛋白沉积症"	"L98.552"	"其它疾病"
"11787"	"NYSZXTX"	"粘液水肿性苔癣"	"L98.553"	"皮肤病"
"11788"	"QTJRXPFJH"	"其他浸润性皮肤疾患"	"L98.651"	"皮肤病"
"11789"	"BBSSXBXBDXGZS"	"Kimuru`s病(伴嗜酸性白细胞的血管增生)"	"L98.801"	"细胞疾病"
"11790"	"EHXZGH"	"耳后血肿骨化"	"L98.802"	"耳部疾病"
"11791"	"PFLBXBL"	"皮肤淋巴细胞瘤"	"L98.803"	"皮肤病"
"11792"	"SSHPXL"	"手术后皮下瘘"	"L98.804"	"手术"
"11793"	"QTTZPFJH"	"其他特指皮肤疾患"	"L98.851"	"皮肤病"
"11794"	"PFLG"	"皮肤瘘管"	"L98.852"	"皮肤病"
"11795"	"PFZW"	"皮肤肿物"	"L98.901"	"皮肤病"
"11796"	"PFB"	"皮肤病"	"L98.951"	"皮肤病"
"11797"	"PTQJXDGJY"	"葡萄球菌性多关节炎"	"M00.002"	"关节疾病"
"11798"	"PTQJXGJY"	"葡萄球菌性关节炎"	"M00.091"	"关节疾病"
"11799"	"FYQJXDGJY"	"肺炎球菌性多关节炎"	"M00.102"	"肺炎"
"11800"	"FYQJXGJY"	"肺炎球菌性关节炎"	"M00.191"	"肺炎"
"11801"	"LQJXDGJY"	"链球菌性多关节炎"	"M00.202"	"关节疾病"
"11802"	"LQJXGJY"	"链球菌性关节炎"	"M00.291"	"关节疾病"
"11803"	"DCGJXDGJY"	"大肠杆菌性多关节炎"	"M00.802"	"关节疾病"
"11804"	"DCGJXGJY"	"大肠杆菌性关节炎"	"M00.891"	"关节疾病"
"11805"	"GPQHDTDHNXGJY"	"骨盆区和大腿的化脓性关节炎"	"M00.952"	"关节疾病"
"11806"	"ZZGR"	"跖趾感染"	"M00.973"	"感染"
"11807"	"GRXNXHGJY"	"感染性颞下颌关节炎"	"M00.984"	"关节疾病"
"11808"	"GRXGJY"	"感染性关节炎"	"M00.991"	"关节疾病"
"11809"	"HNXGJY"	"化脓性关节炎"	"M00.992"	"关节疾病"
"11810"	"GJJL"	"关节积脓"	"M00.995"	"关节疾病"
"11811"	"CPLSHGJB"	"肠旁路术后关节病"	"M02.091"	"关节疾病"
"11812"	"LJHGJB"	"痢疾后关节病"	"M02.191"	"关节疾病"
"11813"	"XQXGJY"	"血清性关节炎"	"M02.291"	"关节疾病"
"11814"	"LTENDYJMYGJYZHZ"	"莱特尔(尿道炎-结膜炎-关节炎)综合征"	"M02.301"	"关节疾病"
"11815"	"QTFYXGJB"	"其他反应性关节病"	"M02.891"	"关节疾病"
"11816"	"FYXGJB"	"反应性关节病 NOS"	"M02.901"	"关节疾病"
"11817"	"LFSXGJYHBPDHBXBJSFED"	"类风湿性关节炎合并脾大和白细胞减少[费尔蒂综合征]"	"M05.001"	"关节疾病"
"11818"	"LFSJBFGB"	"类风湿疾病肺改变"	"M05.101+"	"肺病"
"11819"	"LFSXFPY"	"类风湿性肺泡炎"	"M05.102+"	"肺病"
"11820"	"LFSXMMXFJZXWH"	"类风湿性弥漫性肺间质纤维化"	"M05.103+"	"肺病"
"11821"	"LFSXXWHFPY"	"类风湿性纤维化肺泡炎"	"M05.104+"	"肺病"
"11822"	"LFSCFKPLZHZ"	"类风湿尘肺[卡普兰综合征]"	"M05.105+"	"肺病"
"11823"	"LFSXFB"	"类风湿性肺病"	"M05.106+"	"肺病"
"11824"	"LFSXMGY"	"类风湿性脉管炎"	"M05.201"	"脉管炎"
"11825"	"LJNZDLFSXGJY"	"累及内脏的类风湿性关节炎"	"M05.301"	"关节疾病"
"11826"	"LJQSDLFSXGJY"	"累及全身的类风湿性关节炎"	"M05.302"	"关节疾病"
"11827"	"LFSXGJYXXJB"	"类风湿性关节炎性心肌病"	"M05.303+"	"关节疾病"
"11828"	"LFSXDSJB"	"类风湿性多神经病"	"M05.304+"	"神经系统疾病"
"11829"	"LFSXXJB"	"类风湿性心肌病"	"M05.305+"	"心肌病"
"11830"	"LFSXGJYBXBY"	"类风湿性关节炎伴心包炎"	"M05.306+"	"关节疾病"
"11831"	"LFSXXJY"	"类风湿性心肌炎"	"M05.307+"	"心肌病"
"11832"	"LFSXXZB"	"类风湿性心脏病"	"M05.308+"	"心脏病"
"11833"	"LFSXGJYBXY"	"类风湿性关节炎伴心炎"	"M05.309+"	"关节疾病"
"11834"	"XQFYYXDLFSXGJY"	"血清反应阳性的类风湿性关节炎 NOS"	"M05.951"	"关节疾病"
"11835"	"XQFYYXDLFSXGJY"	"血清反应阴性的类风湿性关节炎"	"M06.001"	"关节疾病"
"11836"	"CNXSDEBHZHZCRXLFSXGJ"	"成年型斯蒂尔病或综合征[成人型类风湿性关节炎]"	"M06.191"	"关节疾病"
"11837"	"LFSXNYNY"	"类风湿性粘液囊炎"	"M06.291"	"粘液囊炎"
"11838"	"LFSXJJ"	"类风湿性结节"	"M06.391"	"其它暂时无法归类的"
"11839"	"YXDGJB"	"炎性多关节病"	"M06.401"	"关节疾病"
"11840"	"QTTZDLFSXGJY"	"其他特指的类风湿性关节炎"	"M06.881"	"关节疾病"
"11841"	"LFSXNXHGJY"	"类风湿性颞下颌关节炎"	"M06.981"	"关节疾病"
"11842"	"LFSXGJY"	"类风湿性关节炎 NOS"	"M06.991"	"关节疾病"
"11843"	"YNXQSXLFSXGJYBYXYBXZ"	"幼年型全身性类风湿性关节炎[变应性亚败血症]"	"M08.001"	"关节疾病"
"11844"	"YNXGJQYXJZY"	"幼年型关节强硬性脊椎炎"	"M08.101"	"关节疾病"
"11845"	"YNXQSXGJYSDESB"	"幼年型全身性关节炎[斯蒂尔氏病]"	"M08.202"	"关节疾病"
"11846"	"YNXGJYBQSXFB"	"幼年型关节炎伴全身性发病"	"M08.203"	"关节疾病"
"11847"	"SDEB"	"斯蒂尔病"	"M08.291"	"其它疾病"
"11848"	"ETLFSBDGJX"	"儿童类风湿病,多关节型"	"M08.301"	"关节疾病"
"11849"	"YNXDGJYXQFYYX"	"幼年型多关节炎(血清反应阴性)"	"M08.302"	"关节疾病"
"11850"	"MXYNXGJY"	"慢性幼年型关节炎"	"M08.393"	"关节疾病"
"11851"	"SGJXYNXGJY"	"少关节性幼年型关节炎"	"M08.491"	"关节疾病"
"11852"	"QTYNXGJY"	"其他幼年型关节炎"	"M08.891"	"关节疾病"
"11853"	"YNXGJY"	"幼年型关节炎 NOS"	"M08.991"	"关节疾病"
"11854"	"TFS"	"痛风石"	"M10.091"	"痛风"
"11855"	"TFXGJY"	"痛风性关节炎"	"M10.092"	"关节疾病"
"11856"	"TFXHNY"	"痛风性滑囊炎"	"M10.093"	"痛风"
"11857"	"XTFS"	"心痛风石"	"M10.094+"	"痛风"
"11858"	"TFXTF"	"特发性痛风"	"M10.095"	"痛风"
"11859"	"TFXNYNY"	"痛风性粘液囊炎"	"M10.096"	"粘液囊炎"
"11860"	"YFXTF"	"原发性痛风"	"M10.097"	"痛风"
"11861"	"QXTF"	"铅性痛风"	"M10.191"	"痛风"
"11862"	"YWXTF"	"药物性痛风"	"M10.291"	"痛风"
"11863"	"TFXSB"	"痛风性肾病"	"M10.391"	"肾病"
"11864"	"TFXSJS"	"痛风性肾结石"	"M10.392"	"肾病"
"11865"	"QTJFXTF"	"其他继发性痛风"	"M10.495"	"痛风"
"11866"	"TF"	"痛风 NOS"	"M10.991"	"痛风"
"11867"	"TFJJ"	"痛风结节"	"M10.992"	"痛风"
"11868"	"ETFS"	"耳痛风石"	"M10.993+"	"耳部疾病"
"11869"	"QLHSCZB"	"羟磷灰石沉着病"	"M11.095"	"其它疾病"
"11870"	"JZXRGGCZ"	"家族性软骨钙沉着"	"M11.195"	"软骨病"
"11871"	"RGGCZ"	"软骨钙沉着 NOS"	"M11.291"	"软骨病"
"11872"	"QTTZDJTXGJB"	"其他特指的晶体性关节病"	"M11.885"	"关节疾病"
"11873"	"JTXGJB"	"晶体性关节病 NOS"	"M11.995"	"关节疾病"
"11874"	"YKSZHZMXFSBHGJB"	"雅库氏综合征[慢性风湿病后关节病]"	"M12.095"	"关节疾病"
"11875"	"DGJBKSQBKB"	"大骨节病[卡斯钦-贝克病]"	"M12.191"	"其它骨疾病"
"11876"	"RMJJZHMYSSCZD"	"绒毛结节状滑膜炎(色素沉着的)"	"M12.291"	"滑膜炎"
"11877"	"FFXFSB"	"复发性风湿病"	"M12.395"	"其它疾病"
"11878"	"JXXGJJYS"	"间歇性关节积液(水)"	"M12.495"	"关节疾病"
"11879"	"CSXNXHGJYB"	"创伤性颞下颌关节炎(病)"	"M12.585"	"关节疾病"
"11880"	"CSXGJYB"	"创伤性关节炎(病)"	"M12.595"	"关节疾病"
"11881"	"DZXGJY"	"短暂性关节炎"	"M12.891"	"关节疾病"
"11882"	"DGJY"	"多关节炎 NOS"	"M13.051"	"关节疾病"
"11883"	"KGJY"	"髋关节炎"	"M13.155"	"关节疾病"
"11884"	"DGJY"	"单关节炎 NEC"	"M13.195"	"关节疾病"
"11885"	"YNXDGJY"	"幼年型多关节炎"	"M13.805"	"关节疾病"
"11886"	"NXHGJY"	"颞下颌关节炎"	"M13.885"	"关节疾病"
"11887"	"BYXGJY"	"变应性关节炎"	"M13.891"	"关节疾病"
"11888"	"GNQGJY"	"更年期关节炎"	"M13.895"	"关节疾病"
"11889"	"TBXGJY"	"退变性关节炎"	"M13.896"	"关节疾病"
"11890"	"GJYB"	"关节炎(病) NOS"	"M13.991"	"关节疾病"
"11891"	"YFXQSXGGJB"	"原发性全身性(骨)关节病"	"M15.005"	"关节疾病"
"11892"	"HBDJJBGJB"	"赫伯登结节(伴关节病)"	"M15.195"	"关节疾病"
"11893"	"SEJJBGJB"	"沙尔结节(伴关节病)"	"M15.295"	"关节疾病"
"11894"	"JFXDFXGJB"	"继发性多发性关节病"	"M15.305"	"关节疾病"
"11895"	"CSHDGJB"	"创伤后多关节病"	"M15.306"	"关节疾病"
"11896"	"QSXGGJB"	"侵蚀性(骨)关节病"	"M15.495"	"关节疾病"
"11897"	"HJSJJ"	"海加思结节"	"M15.805"	"其它暂时无法归类的"
"11898"	"QTDGJB"	"其他多关节病"	"M15.806"	"关节疾病"
"11899"	"MXDFXDCXGGJB"	"慢性多发性对称性骨关节病"	"M15.905"	"关节疾病"
"11900"	"QSXGGJBYHZS"	"全身性骨关节病(炎)黄子孙NOS"	"M15.906"	"关节疾病"
"11901"	"YFXSCKGJB"	"原发性双侧髋关节病"	"M16.055"	"关节疾病"
"11902"	"YFXDCKGJB"	"原发性单侧髋关节病"	"M16.155"	"关节疾病"
"11903"	"FYYCYQDSCKGJB"	"发育异常引起的双侧髋关节病"	"M16.255"	"关节疾病"
"11904"	"FYYCXDCKGJB"	"发育异常性单侧髋关节病"	"M16.355"	"关节疾病"
"11905"	"CSHSCKGJB"	"创伤后双侧髋关节病"	"M16.455"	"关节疾病"
"11906"	"CSHDCKGJB"	"创伤后单侧髋关节病"	"M16.555"	"关节疾病"
"11907"	"JFXSCKGJB"	"继发性双侧髋关节病"	"M16.655"	"关节疾病"
"11908"	"JFXDCKGJB"	"继发性单侧髋关节病"	"M16.755"	"关节疾病"
"11909"	"KGJB"	"髋关节病 NOS"	"M16.951"	"关节疾病"
"11910"	"YFXSCXGJB"	"原发性双侧膝关节病"	"M17.065"	"关节疾病"
"11911"	"YFXDCXGJB"	"原发性单侧膝关节病"	"M17.165"	"关节疾病"
"11912"	"CSHSCXGJB"	"创伤后双侧膝关节病"	"M17.265"	"关节疾病"
"11913"	"CSHDCXGJB"	"创伤后单侧膝关节病"	"M17.365"	"关节疾病"
"11914"	"QTJFXSCXGJB"	"其他继发性双侧膝关节病"	"M17.465"	"关节疾病"
"11915"	"JFXDCXGJB"	"继发性单侧膝关节病"	"M17.565"	"关节疾病"
"11916"	"XGJB"	"膝关节病 NOS"	"M17.961"	"关节疾病"
"11917"	"SCDYWZGJDYFXGJB"	"双侧第一腕掌关节的原发性关节病"	"M18.045"	"关节疾病"
"11918"	"DCDYWZGJDYFXGJB"	"单侧第一腕掌关节的原发性关节病"	"M18.145"	"关节疾病"
"11919"	"SCDYWZGJDCSHGJB"	"双侧第一腕掌关节的创伤后关节病"	"M18.245"	"关节疾病"
"11920"	"DCDYWZGJDCSHGJB"	"单侧第一腕掌关节的创伤后关节病"	"M18.345"	"关节疾病"
"11921"	"SCDYWZGJDJFXGJB"	"双侧第一腕掌关节的继发性关节病"	"M18.445"	"关节疾病"
"11922"	"DCDYWZGJDJFXGJB"	"单侧第一腕掌关节的继发性关节病"	"M18.545"	"关节疾病"
"11923"	"DYWZGJDGJB"	"第一腕掌关节的关节病 NOS"	"M18.945"	"关节疾病"
"11924"	"YFXGJB"	"原发性关节病 NOS"	"M19.095"	"关节疾病"
"11925"	"CSHGJB"	"创伤后关节病 NOS"	"M19.195"	"关节疾病"
"11926"	"JFXGJB"	"继发性关节病 NOS"	"M19.295"	"关节疾病"
"11927"	"ZGGJB"	"肘骨关节病"	"M19.821"	"关节疾病"
"11928"	"ZGGJB"	"指骨关节病"	"M19.841"	"关节疾病"
"11929"	"QTTZGJB"	"其他特指关节病"	"M19.895"	"关节疾病"
"11930"	"SCWGXGJYB"	"双侧腕骨性关节炎(病)"	"M19.935"	"关节疾病"
"11931"	"SCKGJGXGJYB"	"双侧髋关节骨性关节炎(病)"	"M19.955"	"关节疾病"
"11932"	"LNXXGJYB"	"老年性膝关节炎(病)"	"M19.965"	"关节疾病"
"11933"	"SCXGXGJYB"	"双侧膝骨性关节炎(病)"	"M19.966"	"关节疾病"
"11934"	"SCHGJGXGJYB"	"双侧踝关节骨性关节炎(病)"	"M19.975"	"关节疾病"
"11935"	"GGJB"	"骨关节病"	"M19.991"	"关节疾病"
"11936"	"FDXGJYGGJY"	"肥大性关节炎[骨关节炎]"	"M19.995"	"关节疾病"
"11937"	"JXXGJB"	"局限性关节病"	"M19.996"	"关节疾病"
"11938"	"GXBGJY"	"骨性(病)关节炎"	"M19.997"	"关节疾病"
"11939"	"HTXCZZ"	"后天性槌状指"	"M20.041"	"其它暂时无法归类的"
"11940"	"HTXZJX"	"后天性指畸形"	"M20.042"	"畸形"
"11941"	"HTXXZQQJX"	"后天性小指屈曲畸形"	"M20.045"	"畸形"
"11942"	"HTXSJX"	"后天性手畸形"	"M20.046"	"畸形"
"11943"	"HTXZLSJX"	"后天性指挛缩畸形"	"M20.047"	"畸形"
"11944"	"MNYZ"	"拇囊炎(足)"	"M20.171"	"其它足部疾病"
"11945"	"HTXMWF"	"后天性拇外翻"	"M20.172"	"外翻"
"11946"	"JMZ"	"僵拇(足)"	"M20.275"	"其它足部疾病"
"11947"	"HTXMZNF"	"后天性拇(足)内翻"	"M20.371"	"其它足部疾病"
"11948"	"MZNF"	"拇(足)内翻"	"M20.375"	"其它足部疾病"
